Index,CASRN,Chemical.Name,Source,Toxicity.Value,Organ,Reference,Effect,Dose.Converted,X.Doses,Dose,Dose.Unit1,Dose.Unit2,Final.Dose,N.Animal,Obs.Animal,Species,Strain,Sex,Effect.Sex,Route,No.Days,Duration,Duration.type
88,91225,Quinoline,IRIS,3,liver,"Hirao, K; Shinohara,Y; Tsuda, H; et al. (1976) Carcinogenic activity of quinoline on rat liver. Cancer Res 36(1):329.",hepatic hemangioendotheliomas or hemangiosarcomas,Conv,4,0,mg/kg/day,ppm,0,6,0,Rat,Sprague-Dawley,M,Both,Oral diet,NA,16-40,Weeks
88,91225,Quinoline,IRIS,3,liver,"Hirao, K; Shinohara,Y; Tsuda, H; et al. (1976) Carcinogenic activity of quinoline on rat liver. Cancer Res 36(1):329.",hepatic hemangioendotheliomas or hemangiosarcomas,Conv,4,25,mg/kg/day,ppm,25,11,6,Rat,Sprague-Dawley,M,Both,Oral diet,NA,16-40,Weeks
88,91225,Quinoline,IRIS,3,liver,"Hirao, K; Shinohara,Y; Tsuda, H; et al. (1976) Carcinogenic activity of quinoline on rat liver. Cancer Res 36(1):329.",hepatic hemangioendotheliomas or hemangiosarcomas,Conv,4,50,mg/kg/day,ppm,50,16,12,Rat,Sprague-Dawley,M,Both,Oral diet,NA,16-40,Weeks
88,91225,Quinoline,IRIS,3,liver,"Hirao, K; Shinohara,Y; Tsuda, H; et al. (1976) Carcinogenic activity of quinoline on rat liver. Cancer Res 36(1):329.",hepatic hemangioendotheliomas or hemangiosarcomas,Conv,4,125,mg/kg/day,ppm,125,19,18,Rat,Sprague-Dawley,M,Both,Oral diet,NA,16-40,Weeks
89,91598,2-Naphthylamine,CalEPA,1.8,bladder,"Conzelman GM, Moulton JE, Flanders LE, Springer K and Crout DW (1969). Induction of transitional cell carcinoma of the urinary bladder in monkeys fed 2-naphthylamine. J. Nat. Cancer Inst. 42: 825-831.",benign and malignant bladder tumors,Dose,13,0,mg/kg/day (TWA),mg/kg/day (TWA),0,3,0,Non-human primate,Rhesus Monkey,M/F,F,Oral - other,6,260,Weeks
89,91598,2-Naphthylamine,CalEPA,1.8,bladder,"Conzelman GM, Moulton JE, Flanders LE, Springer K and Crout DW (1969). Induction of transitional cell carcinoma of the urinary bladder in monkeys fed 2-naphthylamine. J. Nat. Cancer Inst. 42: 825-831.",benign and malignant bladder tumors,Dose,13,11.9,mg/kg/day (TWA),mg/kg/day (TWA),10.2,1,1,Non-human primate,Rhesus Monkey,M/F,F,Oral - other,6,260,Weeks
89,91598,2-Naphthylamine,CalEPA,1.8,bladder,"Conzelman GM, Moulton JE, Flanders LE, Springer K and Crout DW (1969). Induction of transitional cell carcinoma of the urinary bladder in monkeys fed 2-naphthylamine. J. Nat. Cancer Inst. 42: 825-831.",benign and malignant bladder tumors,Dose,13,12.5,mg/kg/day (TWA),mg/kg/day (TWA),10.71428571,1,0,Non-human primate,Rhesus Monkey,M/F,F,Oral - other,6,260,Weeks
89,91598,2-Naphthylamine,CalEPA,1.8,bladder,"Conzelman GM, Moulton JE, Flanders LE, Springer K and Crout DW (1969). Induction of transitional cell carcinoma of the urinary bladder in monkeys fed 2-naphthylamine. J. Nat. Cancer Inst. 42: 825-831.",benign and malignant bladder tumors,Dose,13,23.8,mg/kg/day (TWA),mg/kg/day (TWA),20.4,1,0,Non-human primate,Rhesus Monkey,M/F,F,Oral - other,6,260,Weeks
89,91598,2-Naphthylamine,CalEPA,1.8,bladder,"Conzelman GM, Moulton JE, Flanders LE, Springer K and Crout DW (1969). Induction of transitional cell carcinoma of the urinary bladder in monkeys fed 2-naphthylamine. J. Nat. Cancer Inst. 42: 825-831.",benign and malignant bladder tumors,Dose,13,25,mg/kg/day (TWA),mg/kg/day (TWA),21.42857143,2,0,Non-human primate,Rhesus Monkey,M/F,F,Oral - other,6,260,Weeks
89,91598,2-Naphthylamine,CalEPA,1.8,bladder,"Conzelman GM, Moulton JE, Flanders LE, Springer K and Crout DW (1969). Induction of transitional cell carcinoma of the urinary bladder in monkeys fed 2-naphthylamine. J. Nat. Cancer Inst. 42: 825-831.",benign and malignant bladder tumors,Dose,13,47.5,mg/kg/day (TWA),mg/kg/day (TWA),40.71428571,2,0,Non-human primate,Rhesus Monkey,M/F,F,Oral - other,6,260,Weeks
89,91598,2-Naphthylamine,CalEPA,1.8,bladder,"Conzelman GM, Moulton JE, Flanders LE, Springer K and Crout DW (1969). Induction of transitional cell carcinoma of the urinary bladder in monkeys fed 2-naphthylamine. J. Nat. Cancer Inst. 42: 825-831.",benign and malignant bladder tumors,Dose,13,50,mg/kg/day (TWA),mg/kg/day (TWA),42.85714286,2,2,Non-human primate,Rhesus Monkey,M/F,F,Oral - other,6,260,Weeks
89,91598,2-Naphthylamine,CalEPA,1.8,bladder,"Conzelman GM, Moulton JE, Flanders LE, Springer K and Crout DW (1969). Induction of transitional cell carcinoma of the urinary bladder in monkeys fed 2-naphthylamine. J. Nat. Cancer Inst. 42: 825-831.",benign and malignant bladder tumors,Dose,13,100,mg/kg/day (TWA),mg/kg/day (TWA),85.71428571,1,0,Non-human primate,Rhesus Monkey,M/F,F,Oral - other,6,260,Weeks
89,91598,2-Naphthylamine,CalEPA,1.8,bladder,"Conzelman GM, Moulton JE, Flanders LE, Springer K and Crout DW (1969). Induction of transitional cell carcinoma of the urinary bladder in monkeys fed 2-naphthylamine. J. Nat. Cancer Inst. 42: 825-831.",benign and malignant bladder tumors,Dose,13,155,mg/kg/day (TWA),mg/kg/day (TWA),132.8571429,1,1,Non-human primate,Rhesus Monkey,M/F,F,Oral - other,6,260,Weeks
89,91598,2-Naphthylamine,CalEPA,1.8,bladder,"Conzelman GM, Moulton JE, Flanders LE, Springer K and Crout DW (1969). Induction of transitional cell carcinoma of the urinary bladder in monkeys fed 2-naphthylamine. J. Nat. Cancer Inst. 42: 825-831.",benign and malignant bladder tumors,Dose,13,170,mg/kg/day (TWA),mg/kg/day (TWA),145.7142857,1,1,Non-human primate,Rhesus Monkey,M/F,F,Oral - other,6,260,Weeks
89,91598,2-Naphthylamine,CalEPA,1.8,bladder,"Conzelman GM, Moulton JE, Flanders LE, Springer K and Crout DW (1969). Induction of transitional cell carcinoma of the urinary bladder in monkeys fed 2-naphthylamine. J. Nat. Cancer Inst. 42: 825-831.",benign and malignant bladder tumors,Dose,13,173,mg/kg/day (TWA),mg/kg/day (TWA),148.2857143,2,1,Non-human primate,Rhesus Monkey,M/F,F,Oral - other,6,260,Weeks
89,91598,2-Naphthylamine,CalEPA,1.8,bladder,"Conzelman GM, Moulton JE, Flanders LE, Springer K and Crout DW (1969). Induction of transitional cell carcinoma of the urinary bladder in monkeys fed 2-naphthylamine. J. Nat. Cancer Inst. 42: 825-831.",benign and malignant bladder tumors,Dose,13,174,mg/kg/day (TWA),mg/kg/day (TWA),149.1428571,1,1,Non-human primate,Rhesus Monkey,M/F,F,Oral - other,6,260,Weeks
89,91598,2-Naphthylamine,CalEPA,1.8,bladder,"Conzelman GM, Moulton JE, Flanders LE, Springer K and Crout DW (1969). Induction of transitional cell carcinoma of the urinary bladder in monkeys fed 2-naphthylamine. J. Nat. Cancer Inst. 42: 825-831.",benign and malignant bladder tumors,Dose,13,176,mg/kg/day (TWA),mg/kg/day (TWA),150.8571429,1,1,Non-human primate,Rhesus Monkey,M/F,F,Oral - other,6,260,Weeks
90,94780,Phenazopyridine,CalEPA,0.17,liver,"National Cancer Institute (NCI, 1978). Bioassay of Phenazopyridine Hydrochloride for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. 99. NTIS Publication No. PB 286207. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.",hepatocellular adenoma or carcinoma,Dose,3,0,ppm diet,ppm diet,0,15,5,Mouse,B6C3F1,M/F,F,Oral diet,NA,80,Weeks
90,94780,Phenazopyridine,CalEPA,0.17,liver,"National Cancer Institute (NCI, 1978). Bioassay of Phenazopyridine Hydrochloride for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. 99. NTIS Publication No. PB 286207. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.",hepatocellular adenoma or carcinoma,Dose,3,600,ppm diet,ppm diet,103.6827195,35,15,Mouse,B6C3F1,M/F,F,Oral diet,NA,80,Weeks
90,94780,Phenazopyridine,CalEPA,0.17,liver,"National Cancer Institute (NCI, 1978). Bioassay of Phenazopyridine Hydrochloride for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. 99. NTIS Publication No. PB 286207. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.",hepatocellular adenoma or carcinoma,Dose,3,1200,ppm diet,ppm diet,207.3654391,33,15,Mouse,B6C3F1,M/F,F,Oral diet,NA,80,Weeks
91,95067,Sulfallate,CalEPA,0.19,mammary glands,"National Cancer Institute (NCI, 1978). Bioassay of Sulfallate for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. lIS. NTIS Publication
No. PB 286386. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.",adenocarcinomas of the mammary gland,Dose,3,0,ppm,ppm,0,50,0,Rat,Osborne-Mendel,M/F,F,Oral diet,NA,78,Weeks
91,95067,Sulfallate,CalEPA,0.19,mammary glands,"National Cancer Institute (NCI, 1978). Bioassay of Sulfallate for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. lIS. NTIS Publication
No. PB 286386. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.",adenocarcinomas of the mammary gland,Dose,3,250,ppm,ppm,19.28020566,50,7,Rat,Osborne-Mendel,M/F,F,Oral diet,NA,78,Weeks
91,95067,Sulfallate,CalEPA,0.19,mammary glands,"National Cancer Institute (NCI, 1978). Bioassay of Sulfallate for Possible Carcinogenicity. Carcinogenesis Technical Report Series No. lIS. NTIS Publication
No. PB 286386. US Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.",adenocarcinomas of the mammary gland,Dose,3,404,ppm,ppm,31.15681234,48,11,Rat,Osborne-Mendel,M/F,F,Oral diet,NA,78,Weeks
92,95681,"Dimethylaniline, 2,4-   ",PPRTV,0.2,lung,"Weisburger, EK; et al. (1978) Testing of twenty-one environmental aromatic amines or derivates for long-term toxicity or carcinogenicity. J Environ Path Tox 2(2):325?356. 064640",lung tumors,HEq,3,0,mg/kg-day,mg/kg-day,0,22,5,Mouse,CD-1,M/F,F,Oral diet,NA,21,Months
92,95681,"Dimethylaniline, 2,4-   ",PPRTV,0.2,lung,"Weisburger, EK; et al. (1978) Testing of twenty-one environmental aromatic amines or derivates for long-term toxicity or carcinogenicity. J Environ Path Tox 2(2):325?356. 064640",lung tumors,HEq,3,2.9,mg/kg-day,mg/kg-day,2.9,18,5,Mouse,CD-1,M/F,F,Oral diet,NA,21,Months
92,95681,"Dimethylaniline, 2,4-   ",PPRTV,0.2,lung,"Weisburger, EK; et al. (1978) Testing of twenty-one environmental aromatic amines or derivates for long-term toxicity or carcinogenicity. J Environ Path Tox 2(2):325?356. 064640",lung tumors,HEq,3,5.8,mg/kg-day,mg/kg-day,5.8,19,11,Mouse,CD-1,M/F,F,Oral diet,NA,21,Months
93,95692,p-Chloro-o-toluidine,CalEPA,0.27,vascular system,"National Cancer Institute (NCI) 1979. Bioassay of 4-Chloro-o-Toluidine Hydrochloride for Possible Carcinogenicity. CAS No. 3165-93-3. Carcinogenesis Technical Report Series No. 165. NCI-CG-TR-165 DHEW Publication No. (NIH) 79-1721. U.S. Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.

Gold L, Sawyer C, Magaw R, Backman G, de Veciana M, Levinson R, Hooper N, Havender W, Bernstein L, Peto R, Pike M and Ames B. 1984. A Carcinogenic Potency Database of the standardized results of animal bioassays. Environ Health Perspect 58:9-319.",hemangiomas and hemangiosarcomas,Conv,3,0,mg/kg/day,mg/kg-diet,0,20,0,Mouse,B6C3F1,M/F,M,Oral diet,NA,99,Weeks
93,95692,p-Chloro-o-toluidine,CalEPA,0.27,vascular system,"National Cancer Institute (NCI) 1979. Bioassay of 4-Chloro-o-Toluidine Hydrochloride for Possible Carcinogenicity. CAS No. 3165-93-3. Carcinogenesis Technical Report Series No. 165. NCI-CG-TR-165 DHEW Publication No. (NIH) 79-1721. U.S. Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.

Gold L, Sawyer C, Magaw R, Backman G, de Veciana M, Levinson R, Hooper N, Havender W, Bernstein L, Peto R, Pike M and Ames B. 1984. A Carcinogenic Potency Database of the standardized results of animal bioassays. Environ Health Perspect 58:9-319.",hemangiomas and hemangiosarcomas,Conv,3,450,mg/kg/day,mg/kg-diet,450,50,6,Mouse,B6C3F1,M/F,M,Oral diet,NA,99,Weeks
93,95692,p-Chloro-o-toluidine,CalEPA,0.27,vascular system,"National Cancer Institute (NCI) 1979. Bioassay of 4-Chloro-o-Toluidine Hydrochloride for Possible Carcinogenicity. CAS No. 3165-93-3. Carcinogenesis Technical Report Series No. 165. NCI-CG-TR-165 DHEW Publication No. (NIH) 79-1721. U.S. Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.

Gold L, Sawyer C, Magaw R, Backman G, de Veciana M, Levinson R, Hooper N, Havender W, Bernstein L, Peto R, Pike M and Ames B. 1984. A Carcinogenic Potency Database of the standardized results of animal bioassays. Environ Health Perspect 58:9-319.",hemangiomas and hemangiosarcomas,Conv,3,1800,mg/kg/day,mg/kg-diet,1800,50,41,Mouse,B6C3F1,M/F,M,Oral diet,NA,99,Weeks
94,95692,p-Chloro-o-toluidine,CalEPA,0.27,vascular system,"Weisburger EK, Russfield AB, Homburger F, Weisburger JH, Boger E, Van Dongen CG and Chu KC. 1978. Testing of twenty-one environmental aromatic amines or derivatives for long-term toxicity or carcinogenicity. J Environ Pathol Toxicol 2:325-356.",hemangiomas and hemangiosarcomas,Conv,3,0,mg/kg-day,mg/kg-diet,0,14,0,Mouse,CD-1,M/F,M,Oral diet,NA,18,Months
94,95692,p-Chloro-o-toluidine,CalEPA,0.27,vascular system,"Weisburger EK, Russfield AB, Homburger F, Weisburger JH, Boger E, Van Dongen CG and Chu KC. 1978. Testing of twenty-one environmental aromatic amines or derivatives for long-term toxicity or carcinogenicity. J Environ Pathol Toxicol 2:325-356.",hemangiomas and hemangiosarcomas,Conv,3,90,mg/kg-day,mg/kg-diet,90,20,12,Mouse,CD-1,M/F,M,Oral diet,NA,18,Months
94,95692,p-Chloro-o-toluidine,CalEPA,0.27,vascular system,"Weisburger EK, Russfield AB, Homburger F, Weisburger JH, Boger E, Van Dongen CG and Chu KC. 1978. Testing of twenty-one environmental aromatic amines or derivatives for long-term toxicity or carcinogenicity. J Environ Pathol Toxicol 2:325-356.",hemangiomas and hemangiosarcomas,Conv,3,180,mg/kg-day,mg/kg-diet,180,20,13,Mouse,CD-1,M/F,M,Oral diet,NA,18,Months
95,95692,p-Chloro-o-toluidine,PPRTV,0.1,vascular system,"Weisburger EK; Russfield AB; Homburger F; Weisburger JH; Boger E; Van Dongen CG; Chu KC. (1978) Testing of twenty-one environmental aromatic amines or derivatives for long-term
toxicity or carcinogenicity. J Environ Pathol Toxicol, 2:325?356. 064640","vascular tumors (hemangiosarcoma or hemangioma, all sites)",HEq,3,0,mg/kg-day (salt),mg/kg diet (salt),0,15,0,Mouse,Unspecified,M/F,F,Oral diet,7,18,Months
95,95692,p-Chloro-o-toluidine,PPRTV,0.1,vascular system,"Weisburger EK; Russfield AB; Homburger F; Weisburger JH; Boger E; Van Dongen CG; Chu KC. (1978) Testing of twenty-one environmental aromatic amines or derivatives for long-term
toxicity or carcinogenicity. J Environ Pathol Toxicol, 2:325?356. 064640","vascular tumors (hemangiosarcoma or hemangioma, all sites)",HEq,3,52.5,mg/kg-day (salt),mg/kg diet (salt),52.5,19,18,Mouse,Unspecified,M/F,F,Oral diet,7,18,Months
95,95692,p-Chloro-o-toluidine,PPRTV,0.1,vascular system,"Weisburger EK; Russfield AB; Homburger F; Weisburger JH; Boger E; Van Dongen CG; Chu KC. (1978) Testing of twenty-one environmental aromatic amines or derivatives for long-term
toxicity or carcinogenicity. J Environ Pathol Toxicol, 2:325?356. 064640","vascular tumors (hemangiosarcoma or hemangioma, all sites)",HEq,3,105,mg/kg-day (salt),mg/kg diet (salt),105,16,12,Mouse,Unspecified,M/F,F,Oral diet,7,18,Months
96,95807,"2,4-Diaminotoluene",CalEPA,4,mammary glands,"National Cancer Institute (NCI) 1979. Bioassay of 2,4-Diaminotoluene for Possible Carcinogenicity. CAS No. 95-80-7. Carcinogenesis Technical Report Series No. 162. NCI-CG-TR-162 DHEW Publication No. (NIH) 79-1718. U.S. Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.",mammary gland tumors in the female rat,Dose,3,0,mg/kg/day (TWA),mg/kg/day (TWA),0,20,0,Rat,Fischer 344,M/F,F,Oral diet,NA,103,Weeks
96,95807,"2,4-Diaminotoluene",CalEPA,4,mammary glands,"National Cancer Institute (NCI) 1979. Bioassay of 2,4-Diaminotoluene for Possible Carcinogenicity. CAS No. 95-80-7. Carcinogenesis Technical Report Series No. 162. NCI-CG-TR-162 DHEW Publication No. (NIH) 79-1718. U.S. Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.",mammary gland tumors in the female rat,Dose,3,79,mg/kg/day (TWA),mg/kg/day (TWA),79,50,11,Rat,Fischer 344,M/F,F,Oral diet,NA,103,Weeks
96,95807,"2,4-Diaminotoluene",CalEPA,4,mammary glands,"National Cancer Institute (NCI) 1979. Bioassay of 2,4-Diaminotoluene for Possible Carcinogenicity. CAS No. 95-80-7. Carcinogenesis Technical Report Series No. 162. NCI-CG-TR-162 DHEW Publication No. (NIH) 79-1718. U.S. Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.",mammary gland tumors in the female rat,Dose,3,171,mg/kg/day (TWA),mg/kg/day (TWA),171,50,14,Rat,Fischer 344,M/F,F,Oral diet,NA,103,Weeks
97,95830,4-Chloro-ortho-phenylenediamine,CalEPA,0.016,bladder,"National Cancer Institute (NCI) 1978. Bioassay of 4-Chloro-o-Phenylenediamine for Possible Carcinogenicity. CAS No. 95-83-0. Carcinogenesis Technical Report Series No. 165. NCI-CG-TR-63. DHEW Publication No. (NIH) 78-1313. U.S. Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.

Gold L, Sawyer C, Magaw R, Backman G, de Veciana M, Levinson R, Hooper N, Havender W, Bernstein L, Peto R, Pike M, and Ames B (1984). A Carcinogenic Potency Database of the standardized results of animal bioassays. Environmental Health Perspectives 58: 9-319.",urinary bladder tumor,Conv,3,0,mg/kg/day,ppm,0,50,0,Rat,Fischer 344,M/F,M,Oral diet,NA,78,Weeks
97,95830,4-Chloro-ortho-phenylenediamine,CalEPA,0.016,bladder,"National Cancer Institute (NCI) 1978. Bioassay of 4-Chloro-o-Phenylenediamine for Possible Carcinogenicity. CAS No. 95-83-0. Carcinogenesis Technical Report Series No. 165. NCI-CG-TR-63. DHEW Publication No. (NIH) 78-1313. U.S. Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.

Gold L, Sawyer C, Magaw R, Backman G, de Veciana M, Levinson R, Hooper N, Havender W, Bernstein L, Peto R, Pike M, and Ames B (1984). A Carcinogenic Potency Database of the standardized results of animal bioassays. Environmental Health Perspectives 58: 9-319.",urinary bladder tumor,Conv,3,149,mg/kg/day,ppm,149,49,15,Rat,Fischer 344,M/F,M,Oral diet,NA,78,Weeks
97,95830,4-Chloro-ortho-phenylenediamine,CalEPA,0.016,bladder,"National Cancer Institute (NCI) 1978. Bioassay of 4-Chloro-o-Phenylenediamine for Possible Carcinogenicity. CAS No. 95-83-0. Carcinogenesis Technical Report Series No. 165. NCI-CG-TR-63. DHEW Publication No. (NIH) 78-1313. U.S. Department of Health, Education and Welfare, NCI Carcinogenesis Testing Program, Bethesda, MD.

Gold L, Sawyer C, Magaw R, Backman G, de Veciana M, Levinson R, Hooper N, Havender W, Bernstein L, Peto R, Pike M, and Ames B (1984). A Carcinogenic Potency Database of the standardized results of animal bioassays. Environmental Health Perspectives 58: 9-319.",urinary bladder tumor,Conv,3,294,mg/kg/day,ppm,294,50,25,Rat,Fischer 344,M/F,M,Oral diet,NA,78,Weeks
98,96093,Styrene oxide,CalEPA,0.16,stomach/forestomach,Lijinsky W (1986). Rat and mouse forestomach tumors induced by chronic oral administration of styrene oxide. J. Nat. Cancer Inst. 77: 471-476.,benign and malignant tumors of the forestomach,Dose,3,0,mg/kg/dose,mg/kg/dose,0,52,1,Rat,Fischer 344,M/F,M,Oral gavage,3,2,Years
98,96093,Styrene oxide,CalEPA,0.16,stomach/forestomach,Lijinsky W (1986). Rat and mouse forestomach tumors induced by chronic oral administration of styrene oxide. J. Nat. Cancer Inst. 77: 471-476.,benign and malignant tumors of the forestomach,Dose,3,375,mg/kg/dose,mg/kg/dose,160.7142857,52,50,Rat,Fischer 344,M/F,M,Oral gavage,3,2,Years
98,96093,Styrene oxide,CalEPA,0.16,stomach/forestomach,Lijinsky W (1986). Rat and mouse forestomach tumors induced by chronic oral administration of styrene oxide. J. Nat. Cancer Inst. 77: 471-476.,benign and malignant tumors of the forestomach,Dose,3,750,mg/kg/dose,mg/kg/dose,321.4285714,51,50,Rat,Fischer 344,M/F,M,Oral gavage,3,2,Years
